Path Row ID Date
144 052 LE71440522001062SGS00 2001-03-03
144 054 LE71440542001062SGS00 2001-03-03
147 047 LE71470472001083SGS00 2001-03-24
147 048 LE71470482001083SGS00 2001-03-24
147 049 LE71470492001083SGS00 2001-03-24
145 050 LE71450502001085SGS00 2001-03-26
145 051 LE71450512001085SGS00 2001-03-26
148 046 LE71480462001090SGS00 2001-03-31
146 047 LE71460472001092SGS00 2001-04-02
146 049 LE71460492001092SGS00 2001-04-02
146 050 LE71460502001092SGS00 2001-04-02
148 046 LE71480462001106SGS00 2001-04-16
147 046 LE71470462001115SGS00 2001-04-25
147 047 LE71470472001115SGS00 2001-04-25
145 050 LE71450502001117SGS00 2001-04-27
146 047 LE71460472001124SGS00 2001-05-04
146 049 LE71460492001124SGS00 2001-05-04
146 050 LE71460502001124SGS00 2001-05-04
147 046 LE71470462001131SGS00 2001-05-11
147 047 LE71470472001131SGS00 2001-05-11
147 049 LE71470492001131SGS00 2001-05-11
145 050 LE71450502001133SGS00 2001-05-13
143 053 LE71430532001135SGS00 2001-05-15
