Path Row ID Date
147 049 LE71470492001003SGS00 2001-01-03
148 046 LE71480462001010SGS00 2001-01-10
144 053 LE71440532001014SGS00 2001-01-14
147 046 LE71470462001019SGS00 2001-01-19
147 047 LE71470472001019SGS00 2001-01-19
147 048 LE71470482001019SGS00 2001-01-19
145 050 LE71450502001037SGS00 2001-02-06
147 046 LE71470462001051SGS00 2001-02-20
147 049 LE71470492001051SGS00 2001-02-20
144 052 LE71440522001062SGS00 2001-03-03
144 054 LE71440542001062SGS00 2001-03-03
147 047 LE71470472001083SGS00 2001-03-24
147 048 LE71470482001083SGS00 2001-03-24
147 049 LE71470492001083SGS00 2001-03-24
145 050 LE71450502001085SGS00 2001-03-26
145 051 LE71450512001085SGS00 2001-03-26
148 046 LE71480462001090SGS00 2001-03-31
146 047 LE71460472001092SGS00 2001-04-02
146 049 LE71460492001092SGS00 2001-04-02
146 050 LE71460502001092SGS00 2001-04-02
148 046 LE71480462001106SGS00 2001-04-16
147 046 LE71470462001115SGS00 2001-04-25
147 047 LE71470472001115SGS00 2001-04-25
145 050 LE71450502001117SGS00 2001-04-27
146 047 LE71460472001124SGS00 2001-05-04
146 049 LE71460492001124SGS00 2001-05-04
146 050 LE71460502001124SGS00 2001-05-04
147 046 LE71470462001131SGS00 2001-05-11
147 047 LE71470472001131SGS00 2001-05-11
147 049 LE71470492001131SGS00 2001-05-11
145 050 LE71450502001133SGS00 2001-05-13
143 053 LE71430532001135SGS00 2001-05-15
144 054 LE71440542001222AGS00 2001-08-10
147 046 LE71470462001291SGS00 2001-10-18
148 046 LE71480462001298SGS00 2001-10-25
146 047 LE71460472001300SGS00 2001-10-27
146 049 LE71460492001300SGS00 2001-10-27
147 047 LE71470472001307SGS01 2001-11-03
147 048 LE71470482001307SGS01 2001-11-03
147 049 LE71470492001307SGS01 2001-11-03
145 050 LE71450502001309SGS00 2001-11-05
145 051 LE71450512001309SGS00 2001-11-05
144 052 LE71440522001334SGS00 2001-11-30
144 053 LE71440532001334SGS00 2001-11-30
144 054 LE71440542001334SGS00 2001-11-30
143 053 LE71430532001343SGS00 2001-12-09
147 046 LE71470462001355SGS00 2001-12-21
148 046 LE71480462001362SGS00 2001-12-28
