Path Row ID Date
147 046 LE71470462001291SGS00 2001-10-18
148 046 LE71480462001298SGS00 2001-10-25
146 047 LE71460472001300SGS00 2001-10-27
146 049 LE71460492001300SGS00 2001-10-27
147 047 LE71470472001307SGS01 2001-11-03
147 048 LE71470482001307SGS01 2001-11-03
147 049 LE71470492001307SGS01 2001-11-03
145 050 LE71450502001309SGS00 2001-11-05
145 051 LE71450512001309SGS00 2001-11-05
144 052 LE71440522001334SGS00 2001-11-30
144 053 LE71440532001334SGS00 2001-11-30
144 054 LE71440542001334SGS00 2001-11-30
143 053 LE71430532001343SGS00 2001-12-09
147 046 LE71470462001355SGS00 2001-12-21
148 046 LE71480462001362SGS00 2001-12-28
