Path Row ID Date
147 048 LE71470482002006SGS00 2002-01-06
147 049 LE71470492002006SGS00 2002-01-06
146 047 LE71460472002015SGS00 2002-01-15
146 049 LE71460492002015SGS00 2002-01-15
145 050 LE71450502002024SGS00 2002-01-24
144 052 LE71440522002049SGS00 2002-02-18
144 053 LE71440532002049SGS00 2002-02-18
148 046 LE71480462002061SGS00 2002-03-02
146 047 LE71460472002063SGS00 2002-03-04
146 049 LE71460492002079SGS00 2002-03-20
147 046 LE71470462002086SGS00 2002-03-27
147 047 LE71470472002086SGS00 2002-03-27
147 048 LE71470482002086SGS00 2002-03-27
147 049 LE71470492002086SGS00 2002-03-27
145 051 LE71450512002088SGS00 2002-03-29
148 046 LE71480462002141SGS00 2002-05-21
146 047 LE71460472002159SGS01 2002-06-08
144 054 LE71440542002257SGS00 2002-09-14
147 049 LE71470492002262SGS00 2002-09-19
145 050 LE71450502002264SGS00 2002-09-21
147 046 LE71470462002278SGS00 2002-10-05
147 047 LE71470472002278SGS00 2002-10-05
148 046 LE71480462002301SGS00 2002-10-28
147 047 LE71470472002310SGS00 2002-11-06
147 049 LE71470492002310SGS00 2002-11-06
146 047 LE71460472002319SGS00 2002-11-15
146 049 LE71460492002319SGS00 2002-11-15
147 046 LE71470462002326SGS00 2002-11-22
144 052 LE71440522002337SGS00 2002-12-03
144 054 LE71440542002337SGS00 2002-12-03
145 050 LE71450502002344SGS00 2002-12-10
148 046 LE71480462002349SGS01 2002-12-15
147 046 LE71470462002358SGS00 2002-12-24
147 047 LE71470472002358SGS00 2002-12-24
147 048 LE71470482002358SGS00 2002-12-24
147 049 LE71470492002358SGS00 2002-12-24
