"","Path","Row","ID","Date","Craft","Sensor","Type","CloudCover","Quality"
"1","143","053","LE71430531999258EDC00","10849","LANDSAT_7","ETM","L1T","1.00","9"
"2","143","053","LE71430531999306EDC01","10897","LANDSAT_7","ETM","L1T","9.00","9"
"3","143","053","LE71430531999338SGS00","10929","LANDSAT_7","ETM","L1T","6.00","9"
"4","143","053","LE71430532000101SGS00","11057","LANDSAT_7","ETM","L1T","0.00","9"
"5","143","053","LE71430532000197EDC00","11153","LANDSAT_7","ETM","L1T","3.00","9"
"6","143","053","LE71430532000293SGS00","11249","LANDSAT_7","ETM","L1T","1.00","9"
"7","143","053","LE71430532001135SGS00","11457","LANDSAT_7","ETM","L1T","3.00","9"
"8","143","053","LE71430532001343SGS00","11665","LANDSAT_7","ETM","L1T","2.00","9"
"9","143","053","LE71430532003029SGS00","12081","LANDSAT_7","ETM","L1T","3.00","9"
"10","143","053","LE71430532003221ASN01","12273","LANDSAT_7","ETM","L1T","5.00","9"
"11","143","053","LE71430532004016ASN01","12433","LANDSAT_7","ETM","L1T","2.00","9"
"12","143","053","LE71430532004064ASN01","12481","LANDSAT_7","ETM","L1T","2.00","9"
"13","143","053","LE71430532004352PFS00","12769","LANDSAT_7","ETM","L1T","5.00","9"
"14","143","053","LE71430532005082PFS00","12865","LANDSAT_7","ETM","L1T","1.00","9"
"15","143","053","LE71430532005242ASN00","13025","LANDSAT_7","ETM","L1T","3.00","9"
"16","143","053","LE71430532005354PFS00","13137","LANDSAT_7","ETM","L1T","3.00","9"
"17","143","053","LE71430532006021PFS00","13169","LANDSAT_7","ETM","L1T","0.00","9"
"18","143","053","LE71430532006037PFS00","13185","LANDSAT_7","ETM","L1T","4.00","9"
"19","143","053","LE71430532006085PFS00","13233","LANDSAT_7","ETM","L1T","3.00","9"
"20","143","053","LE71430532006101PFS00","13249","LANDSAT_7","ETM","L1T","7.00","9"
"21","143","053","LE71430532006133ASN00","13281","LANDSAT_7","ETM","L1T","10.00","9"
"22","143","053","LE71430532007088SGS00","13601","LANDSAT_7","ETM","L1T","10.00","9"
"23","143","053","LE71430532007120ASN00","13633","LANDSAT_7","ETM","L1T","6.00","9"
"24","143","053","LE71430532007152ASN00","13665","LANDSAT_7","ETM","L1T","0.00","9"
"25","143","053","LE71430532007360SGS00","13873","LANDSAT_7","ETM","L1T","7.00","9"
"26","143","053","LE71430532008363SGS00","14241","LANDSAT_7","ETM","L1T","0.00","9"
"27","143","053","LE71430532009045SGS00","14289","LANDSAT_7","ETM","L1T","0.00","9"
"28","143","053","LE71430532009061ASN00","14305","LANDSAT_7","ETM","L1T","0.00","9"
"29","143","053","LE71430532009109ASN00","14353","LANDSAT_7","ETM","L1T","9.00","9"
"30","143","053","LE71430532009125ASN00","14369","LANDSAT_7","ETM","L1T","2.00","9"
"31","143","053","LE71430532010064ASN00","14673","LANDSAT_7","ETM","L1T","4.00","9"
"32","143","053","LE71430532010112SGS00","14721","LANDSAT_7","ETM","L1T","7.00","9"
"33","143","053","LE71430532011019ASN00","14993","LANDSAT_7","ETM","L1T","1.00","9"
"34","143","053","LE71430532011275PFS00","15249","LANDSAT_7","ETM","L1T","3.00","9"
"35","143","053","LE71430532012086PFS00","15425","LANDSAT_7","ETM","L1T","0.00","9"
"36","143","053","LE71430532012102PFS00","15441","LANDSAT_7","ETM","L1T","9.00","9"
"37","143","053","LE71430532012278PFS00","15617","LANDSAT_7","ETM","L1T","1.00","9"
"38","143","053","LE71430532012326PFS00","15665","LANDSAT_7","ETM","L1T","3.00","9"
"39","143","053","LE71430532013056PFS00","15761","LANDSAT_7","ETM","L1T","3.00","9"
"40","143","053","LE71430532013072PFS00","15777","LANDSAT_7","ETM","L1T","4.00","9"
"41","143","053","LE71430532013280SG100","15985","LANDSAT_7","ETM","L1T","2.00","9"
"42","143","054","LE71430541999258EDC00","10849","LANDSAT_7","ETM","L1T","5.00","9"
"43","143","054","LE71430541999306EDC01","10897","LANDSAT_7","ETM","L1T","10.00","9"
"44","143","054","LE71430541999338SGS00","10929","LANDSAT_7","ETM","L1T","9.00","9"
"45","143","054","LE71430542000293SGS00","11249","LANDSAT_7","ETM","L1T","6.00","9"
"46","143","054","LE71430542001007SGS00","11329","LANDSAT_7","ETM","L1T","10.00","9"
"47","143","054","LE71430542001247SGS00","11569","LANDSAT_7","ETM","L1T","1.00","9"
"48","143","054","LE71430542001343SGS00","11665","LANDSAT_7","ETM","L1T","5.00","9"
"49","143","054","LE71430542003029SGS00","12081","LANDSAT_7","ETM","L1T","4.00","9"
"50","143","054","LE71430542004016ASN01","12433","LANDSAT_7","ETM","L1T","7.00","9"
"51","143","054","LE71430542004064ASN01","12481","LANDSAT_7","ETM","L1T","3.00","9"
"52","143","054","LE71430542005274ASN00","13057","LANDSAT_7","ETM","L1T","4.00","9"
"53","143","054","LE71430542005354PFS00","13137","LANDSAT_7","ETM","L1T","8.00","9"
"54","143","054","LE71430542006021PFS00","13169","LANDSAT_7","ETM","L1T","0.00","9"
"55","143","054","LE71430542006085PFS00","13233","LANDSAT_7","ETM","L1T","6.00","9"
"56","143","054","LE71430542007088SGS00","13601","LANDSAT_7","ETM","L1T","7.00","9"
"57","143","054","LE71430542007360SGS00","13873","LANDSAT_7","ETM","L1T","6.00","9"
"58","143","054","LE71430542008267ASN00","14145","LANDSAT_7","ETM","L1T","1.00","9"
"59","143","054","LE71430542008283PFS00","14161","LANDSAT_7","ETM","L1T","10.00","9"
"60","143","054","LE71430542008363SGS00","14241","LANDSAT_7","ETM","L1T","1.00","9"
"61","143","054","LE71430542009045SGS00","14289","LANDSAT_7","ETM","L1T","0.00","9"
"62","143","054","LE71430542009061ASN00","14305","LANDSAT_7","ETM","L1T","0.00","9"
"63","143","054","LE71430542009077SGS00","14321","LANDSAT_7","ETM","L1T","4.00","9"
"64","143","054","LE71430542009109ASN00","14353","LANDSAT_7","ETM","L1T","4.00","9"
"65","143","054","LE71430542009333SGS00","14577","LANDSAT_7","ETM","L1T","10.00","9"
"66","143","054","LE71430542010080PFS00","14689","LANDSAT_7","ETM","L1T","0.00","9"
"67","143","054","LE71430542010096SGS01","14705","LANDSAT_7","ETM","L1T","6.00","9"
"68","143","054","LE71430542010112SGS00","14721","LANDSAT_7","ETM","L1T","7.00","9"
"69","143","054","LE71430542011019ASN00","14993","LANDSAT_7","ETM","L1T","3.00","9"
"70","143","054","LE71430542011275PFS00","15249","LANDSAT_7","ETM","L1T","2.00","9"
"71","143","054","LE71430542012086PFS00","15425","LANDSAT_7","ETM","L1T","3.00","9"
"72","143","054","LE71430542012102PFS01","15441","LANDSAT_7","ETM","L1T","9.00","9"
"73","143","054","LE71430542012134PFS01","15473","LANDSAT_7","ETM","L1T","3.00","9"
"74","143","054","LE71430542012278PFS00","15617","LANDSAT_7","ETM","L1T","6.00","9"
"75","143","054","LE71430542012310PFS00","15649","LANDSAT_7","ETM","L1T","4.00","9"
"76","143","054","LE71430542013056PFS00","15761","LANDSAT_7","ETM","L1T","6.00","9"
"77","143","054","LE71430542013072PFS00","15777","LANDSAT_7","ETM","L1T","7.00","9"
"78","143","054","LE71430542013280SG100","15985","LANDSAT_7","ETM","L1T","7.00","9"
"79","144","052","LE71440521999313SGS00","10904","LANDSAT_7","ETM","L1T","0.00","9"
"80","144","052","LE71440522000300SGS00","11256","LANDSAT_7","ETM","L1T","0.00","9"
"81","144","052","LE71440522000332SGS00","11288","LANDSAT_7","ETM","L1T","8.00","9"
"82","144","052","LE71440522001014SGS00","11336","LANDSAT_7","ETM","L1T","0.00","9"
"83","144","052","LE71440522001062SGS00","11384","LANDSAT_7","ETM","L1T","0.00","9"
"84","144","052","LE71440522001334SGS00","11656","LANDSAT_7","ETM","L1T","4.00","9"
"85","144","052","LE71440522002049SGS00","11736","LANDSAT_7","ETM","L1T","1.00","9"
"86","144","052","LE71440522002337SGS00","12024","LANDSAT_7","ETM","L1T","7.00","9"
"87","144","052","LE71440522003052SGS00","12104","LANDSAT_7","ETM","L1T","1.00","9"
"88","144","052","LE71440522003340ASN01","12392","LANDSAT_7","ETM","L1T","4.00","9"
"89","144","052","LE71440522004055ASN01","12472","LANDSAT_7","ETM","L1T","0.00","9"
"90","144","052","LE71440522004071ASN01","12488","LANDSAT_7","ETM","L1T","7.00","9"
"91","144","052","LE71440522004103ASN01","12520","LANDSAT_7","ETM","L1T","3.00","9"
"92","144","052","LE71440522004343PFS00","12760","LANDSAT_7","ETM","L1T","8.00","9"
"93","144","052","LE71440522005025ASN00","12808","LANDSAT_7","ETM","L1T","5.00","9"
"94","144","052","LE71440522005041ASN00","12824","LANDSAT_7","ETM","L1T","0.00","9"
"95","144","052","LE71440522005073PFS02","12856","LANDSAT_7","ETM","L1T","0.00","9"
"96","144","052","LE71440522006364ASN00","13512","LANDSAT_7","ETM","L1T","2.00","9"
"97","144","052","LE71440522007031SGS00","13544","LANDSAT_7","ETM","L1T","9.00","9"
"98","144","052","LE71440522007047SGS00","13560","LANDSAT_7","ETM","L1T","0.00","9"
"99","144","052","LE71440522007063SGS01","13576","LANDSAT_7","ETM","L1T","9.00","9"
"100","144","052","LE71440522007095ASN00","13608","LANDSAT_7","ETM","L1T","2.00","9"
"101","144","052","LE71440522007319PFS00","13832","LANDSAT_7","ETM","L1T","0.00","9"
"102","144","052","LE71440522008002SGS00","13880","LANDSAT_7","ETM","L1T","4.00","9"
"103","144","052","LE71440522008050SGS00","13928","LANDSAT_7","ETM","L1T","2.00","9"
"104","144","052","LE71440522008066SGS00","13944","LANDSAT_7","ETM","L1T","0.00","9"
"105","144","052","LE71440522008274ASN00","14152","LANDSAT_7","ETM","L1T","8.00","9"
"106","144","052","LE71440522009020SGS00","14264","LANDSAT_7","ETM","L1T","0.00","9"
"107","144","052","LE71440522009036ASN00","14280","LANDSAT_7","ETM","L1T","0.00","9"
"108","144","052","LE71440522009132SGS01","14376","LANDSAT_7","ETM","L1T","3.00","9"
"109","144","052","LE71440522010007SGS00","14616","LANDSAT_7","ETM","L1T","7.00","9"
"110","144","052","LE71440522010039ASN00","14648","LANDSAT_7","ETM","L1T","0.00","9"
"111","144","052","LE71440522011090ASN00","15064","LANDSAT_7","ETM","L1T","9.00","9"
"112","144","052","LE71440522011314PFS00","15288","LANDSAT_7","ETM","L1T","4.00","9"
"113","144","052","LE71440522012061PFS00","15400","LANDSAT_7","ETM","L1T","0.00","9"
"114","144","052","LE71440522012109PFS00","15448","LANDSAT_7","ETM","L1T","8.00","9"
"115","144","052","LE71440522012333PFS00","15672","LANDSAT_7","ETM","L1T","5.00","9"
"116","144","052","LE71440522013015PFS00","15720","LANDSAT_7","ETM","L1T","0.00","9"
"117","144","052","LE71440522013351SG100","16056","LANDSAT_7","ETM","L1T","10.00","9"
"118","144","053","LE71440531999313SGS00","10904","LANDSAT_7","ETM","L1T","3.00","9"
"119","144","053","LE71440532000300SGS00","11256","LANDSAT_7","ETM","L1T","0.00","9"
"120","144","053","LE71440532001014SGS00","11336","LANDSAT_7","ETM","L1T","0.00","9"
"121","144","053","LE71440532001062SGS00","11384","LANDSAT_7","ETM","L1T","2.00","9"
"122","144","053","LE71440532001334SGS00","11656","LANDSAT_7","ETM","L1T","10.00","9"
"123","144","053","LE71440532002049SGS00","11736","LANDSAT_7","ETM","L1T","4.00","9"
"124","144","053","LE71440532003052SGS00","12104","LANDSAT_7","ETM","L1T","4.00","9"
"125","144","053","LE71440532003340ASN01","12392","LANDSAT_7","ETM","L1T","5.00","9"
"126","144","053","LE71440532004071ASN01","12488","LANDSAT_7","ETM","L1T","4.00","9"
"127","144","053","LE71440532004343PFS00","12760","LANDSAT_7","ETM","L1T","9.00","9"
"128","144","053","LE71440532005025ASN00","12808","LANDSAT_7","ETM","L1T","4.00","9"
"129","144","053","LE71440532005041ASN00","12824","LANDSAT_7","ETM","L1T","0.00","9"
"130","144","053","LE71440532005073PFS02","12856","LANDSAT_7","ETM","L1T","1.00","9"
"131","144","053","LE71440532006364ASN00","13512","LANDSAT_7","ETM","L1T","2.00","9"
"132","144","053","LE71440532007031SGS00","13544","LANDSAT_7","ETM","L1T","7.00","9"
"133","144","053","LE71440532007047SGS00","13560","LANDSAT_7","ETM","L1T","2.00","9"
"134","144","053","LE71440532007063SGS01","13576","LANDSAT_7","ETM","L1T","5.00","9"
"135","144","053","LE71440532007095ASN00","13608","LANDSAT_7","ETM","L1T","5.00","9"
"136","144","053","LE71440532007319PFS00","13832","LANDSAT_7","ETM","L1T","6.00","9"
"137","144","053","LE71440532007335ASN00","13848","LANDSAT_7","ETM","L1T","6.00","9"
"138","144","053","LE71440532008002SGS00","13880","LANDSAT_7","ETM","L1T","1.00","9"
"139","144","053","LE71440532008050SGS00","13928","LANDSAT_7","ETM","L1T","6.00","9"
"140","144","053","LE71440532008066SGS00","13944","LANDSAT_7","ETM","L1T","5.00","9"
"141","144","053","LE71440532009020SGS00","14264","LANDSAT_7","ETM","L1T","0.00","9"
"142","144","053","LE71440532009036ASN00","14280","LANDSAT_7","ETM","L1T","0.00","9"
"143","144","053","LE71440532009084SGS00","14328","LANDSAT_7","ETM","L1T","4.00","9"
"144","144","053","LE71440532010007SGS00","14616","LANDSAT_7","ETM","L1T","3.00","9"
"145","144","053","LE71440532010039ASN00","14648","LANDSAT_7","ETM","L1T","0.00","9"
"146","144","053","LE71440532011282PFS00","15256","LANDSAT_7","ETM","L1T","8.00","9"
"147","144","053","LE71440532011314PFS00","15288","LANDSAT_7","ETM","L1T","0.00","9"
"148","144","053","LE71440532012045PFS00","15384","LANDSAT_7","ETM","L1T","0.00","9"
"149","144","053","LE71440532012061PFS00","15400","LANDSAT_7","ETM","L1T","0.00","9"
"150","144","053","LE71440532012333PFS00","15672","LANDSAT_7","ETM","L1T","7.00","9"
"151","144","053","LE71440532012349PFS00","15688","LANDSAT_7","ETM","L1T","5.00","9"
"152","144","053","LE71440532013015PFS00","15720","LANDSAT_7","ETM","L1T","0.00","9"
"153","144","053","LE71440532013351SG100","16056","LANDSAT_7","ETM","L1T","4.00","9"
"154","144","054","LE71440541999265SGS01","10856","LANDSAT_7","ETM","L1T","6.00","9"
"155","144","054","LE71440541999313SGS00","10904","LANDSAT_7","ETM","L1T","6.00","9"
"156","144","054","LE71440542000028EDC00","10984","LANDSAT_7","ETM","L1T","0.00","9"
"157","144","054","LE71440542000300SGS00","11256","LANDSAT_7","ETM","L1T","5.00","9"
"158","144","054","LE71440542000332SGS00","11288","LANDSAT_7","ETM","L1T","1.00","9"
"159","144","054","LE71440542001062SGS00","11384","LANDSAT_7","ETM","L1T","1.00","9"
"160","144","054","LE71440542001222AGS00","11544","LANDSAT_7","ETM","L1T","10.00","9"
"161","144","054","LE71440542001334SGS00","11656","LANDSAT_7","ETM","L1T","0.00","9"
"162","144","054","LE71440542002257SGS00","11944","LANDSAT_7","ETM","L1T","9.00","9"
"163","144","054","LE71440542002337SGS00","12024","LANDSAT_7","ETM","L1T","5.00","9"
"164","144","054","LE71440542003052SGS00","12104","LANDSAT_7","ETM","L1T","9.00","9"
"165","144","054","LE71440542003308ASN01","12360","LANDSAT_7","ETM","L1T","8.00","9"
"166","144","054","LE71440542003356ASN01","12408","LANDSAT_7","ETM","L1T","6.00","9"
"167","144","054","LE71440542004343PFS00","12760","LANDSAT_7","ETM","L1T","0.00","9"
"168","144","054","LE71440542005073PFS02","12856","LANDSAT_7","ETM","L1T","0.00","9"
"169","144","054","LE71440542005361ASN00","13144","LANDSAT_7","ETM","L1T","5.00","9"
"170","144","054","LE71440542006060PFS00","13208","LANDSAT_7","ETM","L1T","8.00","9"
"171","144","054","LE71440542007031SGS00","13544","LANDSAT_7","ETM","L1T","0.00","9"
"172","144","054","LE71440542007047SGS00","13560","LANDSAT_7","ETM","L1T","3.00","9"
"173","144","054","LE71440542007063SGS01","13576","LANDSAT_7","ETM","L1T","2.00","9"
"174","144","054","LE71440542007095ASN00","13608","LANDSAT_7","ETM","L1T","9.00","9"
"175","144","054","LE71440542008018ASN00","13896","LANDSAT_7","ETM","L1T","2.00","9"
"176","144","054","LE71440542008050SGS00","13928","LANDSAT_7","ETM","L1T","8.00","9"
"177","144","054","LE71440542008066ASN00","13944","LANDSAT_7","ETM","L1T","7.00","9"
"178","144","054","LE71440542008274ASN00","14152","LANDSAT_7","ETM","L1T","6.00","9"
"179","144","054","LE71440542009020SGS00","14264","LANDSAT_7","ETM","L1T","0.00","9"
"180","144","054","LE71440542009036ASN01","14280","LANDSAT_7","ETM","L1T","0.00","9"
"181","144","054","LE71440542009084SGS00","14328","LANDSAT_7","ETM","L1T","1.00","9"
"182","144","054","LE71440542010007SGS00","14616","LANDSAT_7","ETM","L1T","4.00","9"
"183","144","054","LE71440542010039ASN00","14648","LANDSAT_7","ETM","L1T","2.00","9"
"184","144","054","LE71440542011282PFS00","15256","LANDSAT_7","ETM","L1T","2.00","9"
"185","144","054","LE71440542012013PFS00","15352","LANDSAT_7","ETM","L1T","2.00","9"
"186","144","054","LE71440542012045PFS00","15384","LANDSAT_7","ETM","L1T","1.00","9"
"187","144","054","LE71440542012061PFS00","15400","LANDSAT_7","ETM","L1T","6.00","9"
"188","144","054","LE71440542012093PFS00","15432","LANDSAT_7","ETM","L1T","8.00","9"
"189","144","054","LE71440542012349PFS00","15688","LANDSAT_7","ETM","L1T","0.00","9"
"190","144","054","LE71440542013015PFS00","15720","LANDSAT_7","ETM","L1T","0.00","9"
"191","144","054","LE71440542013271SG100","15976","LANDSAT_7","ETM","L1T","10.00","9"
"192","145","050","LE71450501999304SGS00","10895","LANDSAT_7","ETM","L1T","0.00","9"
"193","145","050","LE71450501999336SGS00","10927","LANDSAT_7","ETM","L1T","0.00","9"
"194","145","050","LE71450502000051EDC00","11007","LANDSAT_7","ETM","L1T","0.00","9"
"195","145","050","LE71450502000083SGS00","11039","LANDSAT_7","ETM","L1T","0.00","9"
"196","145","050","LE71450502000355SGS00","11311","LANDSAT_7","ETM","L1T","0.00","9"
"197","145","050","LE71450502001037SGS00","11359","LANDSAT_7","ETM","L1T","0.00","9"
"198","145","050","LE71450502001085SGS00","11407","LANDSAT_7","ETM","L1T","0.00","9"
"199","145","050","LE71450502001117SGS00","11439","LANDSAT_7","ETM","L1T","2.00","9"
"200","145","050","LE71450502001133SGS00","11455","LANDSAT_7","ETM","L1T","3.00","9"
"201","145","050","LE71450502001309SGS00","11631","LANDSAT_7","ETM","L1T","6.00","9"
"202","145","050","LE71450502002024SGS00","11711","LANDSAT_7","ETM","L1T","0.00","9"
