Path Row ID Date
147 046 LE71470462002278SGS00 2002-10-05
147 047 LE71470472002278SGS00 2002-10-05
148 046 LE71480462002301SGS00 2002-10-28
147 047 LE71470472002310SGS00 2002-11-06
147 049 LE71470492002310SGS00 2002-11-06
146 047 LE71460472002319SGS00 2002-11-15
146 049 LE71460492002319SGS00 2002-11-15
147 046 LE71470462002326SGS00 2002-11-22
144 052 LE71440522002337SGS00 2002-12-03
144 054 LE71440542002337SGS00 2002-12-03
145 050 LE71450502002344SGS00 2002-12-10
148 046 LE71480462002349SGS01 2002-12-15
147 046 LE71470462002358SGS00 2002-12-24
147 047 LE71470472002358SGS00 2002-12-24
147 048 LE71470482002358SGS00 2002-12-24
147 049 LE71470492002358SGS00 2002-12-24
